child_id,physical_abuse,emotional_abuse,sexual_abuse,victimization,parent_monitoring,parent_support,parental_warmth,family_conflict,domestic_violence_exposure,school_attendance,school_grades,school_attachment,teacher_support,school_suspensions,alcohol_use,smoking_frequency,drug_use,peer_delinquency,gang_exposure,household_income,parent_education,neighborhood_disadvantage,mental_health_score,impulsivity_score,criminal_risk,is_criminal
CHD05557,1.13,4.99,2.76,6.57,1.54,8.58,6.82,5.51,,6.55,12.29,1.36,7.12,6.11,8.0,6.7,,1.66,0.83,12035.56,15.46,8.38,4.78,10.25,48.7,0
CHD05558,7.36,8.44,4.48,7.86,7.31,8.21,7.05,2.51,10.19,6.31,5.64,0.78,4.07,2.78,0.47,9.91,5.91,2.82,5.07,99599.39,5.48,1.27,7.6,5.29,49.2,0
CHD05559,2.75,4.34,4.31,8.75,1.07,3.93,1.88,1.1,,9.48,2.2,1.93,,6.52,3.6,5.98,5.18,3.66,3.83,89036.37,5.64,9.57,7.12,7.57,60.0,1
CHD05560,,9.9,3.58,7.65,5.83,1.61,0.66,,1.92,4.67,2.8,11.62,11.08,3.07,3.25,9.19,5.27,1.86,8.12,39287.2,16.37,,6.21,14.24,57.4,1
CHD05561,3.41,6.17,0.87,4.15,2.29,0.1,0.94,5.2,4.27,7.41,9.93,9.88,1.04,0.98,0.34,2.34,5.16,1.34,9.34,51004.28,1.15,0.59,7.89,7.83,32.1,0
CHD05562,9.98,4.9,,0.08,6.85,7.35,4.5,,14.08,7.62,2.97,,1.95,7.19,6.27,7.39,3.64,3.93,2.53,42960.52,13.34,9.19,,6.87,57.0,1
CHD05563,2.64,2.95,7.19,5.89,0.74,6.07,12.2,5.78,3.94,8.7,8.47,1.16,5.48,1.81,0.83,5.6,5.04,7.68,9.83,28847.92,8.1,8.8,9.13,2.77,46.5,0
CHD05564,2.79,0.11,4.08,5.53,3.07,4.65,5.88,2.72,4.2,8.05,1.12,9.52,7.15,0.26,8.99,1.79,1.11,3.58,5.58,43528.2,12.29,0.48,9.73,1.65,34.2,0
CHD05565,9.31,6.11,4.69,4.23,6.23,2.14,7.79,2.35,,6.55,4.61,4.57,0.17,6.62,8.85,7.13,7.05,1.92,3.4,46987.45,16.68,7.81,4.76,2.37,63.5,1
CHD05566,,,2.25,6.34,5.28,7.07,1.9,9.33,3.57,4.82,5.83,13.6,0.25,5.85,1.74,6.62,8.56,5.81,3.05,,11.11,3.89,3.4,0.19,40.1,0
CHD05567,6.97,11.64,3.72,0.42,8.62,7.75,4.17,2.92,6.97,2.27,4.73,13.56,3.08,1.01,2.7,9.58,3.22,3.14,,131041.37,,5.61,2.34,4.83,43.9,0
CHD05568,7.25,5.38,4.86,9.09,0.5,4.49,3.18,5.14,8.45,9.78,5.49,8.67,7.85,6.15,7.1,8.9,10.94,9.66,3.38,27175.26,14.53,6.63,4.17,2.11,69.5,1
CHD05569,8.36,8.44,1.07,3.05,3.06,4.51,8.0,2.79,3.18,2.03,5.25,7.75,8.18,9.36,4.68,1.22,1.66,7.75,9.05,114693.83,3.95,8.41,3.17,4.74,52.3,0
CHD05570,9.74,3.17,4.23,1.22,0.26,7.76,7.6,9.43,0.14,6.89,0.46,1.22,5.62,4.36,3.99,6.22,3.75,6.37,4.07,56609.19,9.08,7.48,14.94,2.47,52.6,0
CHD05571,9.76,5.5,,1.96,9.91,3.39,6.44,6.56,7.44,5.86,1.85,1.43,1.33,5.42,3.16,5.52,2.72,1.74,4.9,74212.14,15.56,6.98,2.99,4.02,47.4,0
CHD05572,0.65,6.8,,5.98,4.34,1.59,1.82,14.51,7.93,5.97,9.1,5.25,0.88,8.26,8.87,8.12,9.19,4.98,4.03,106315.71,4.57,,2.57,0.32,64.3,1
CHD05573,10.04,2.1,4.24,7.78,7.75,1.18,9.88,8.44,5.51,14.27,7.77,12.51,1.3,0.7,12.45,3.66,,5.59,6.95,85171.87,6.76,7.11,4.74,0.07,42.2,0
CHD05574,6.46,10.85,4.8,1.56,0.35,4.21,0.85,5.65,2.74,6.29,9.58,5.23,,3.38,0.28,6.74,3.66,9.15,7.55,107212.0,7.09,9.56,5.08,3.61,63.9,1
CHD05575,6.47,7.37,5.65,6.82,4.72,9.81,8.73,8.45,6.86,3.93,0.81,6.36,,8.59,8.51,4.58,6.44,5.68,1.07,30704.23,14.94,5.57,3.82,5.08,58.6,1
CHD05576,1.28,0.53,4.22,1.51,9.9,1.37,4.38,9.98,3.98,5.67,6.34,7.01,,5.63,4.29,9.94,3.94,3.13,4.8,86484.97,2.28,4.58,0.01,4.84,41.8,0
CHD05577,6.5,8.65,3.5,7.17,5.75,5.58,4.87,4.85,3.2,0.41,8.79,3.31,4.93,9.87,4.16,9.83,1.52,7.31,1.82,68993.52,11.64,3.16,7.51,9.99,53.3,0
CHD05578,9.82,9.3,3.5,6.9,8.18,4.73,5.25,6.37,5.46,2.02,1.23,7.9,8.6,1.19,7.1,6.29,11.32,2.37,4.52,117682.59,12.27,5.4,3.93,,55.6,0
CHD05579,9.12,7.94,2.3,8.6,8.38,8.32,7.4,6.36,8.67,9.64,7.95,4.72,8.61,5.08,7.31,3.68,9.38,0.72,5.07,82017.12,1.26,4.6,1.55,5.97,50.6,0
CHD05580,4.39,4.26,2.09,6.67,3.63,0.3,4.34,8.57,1.32,2.52,3.72,5.03,2.08,1.67,8.41,0.78,9.07,9.24,1.12,31397.74,13.51,7.5,0.79,7.8,55.1,0
CHD05581,0.4,9.94,1.87,,4.33,0.87,1.0,6.45,7.07,3.22,6.4,7.45,,3.41,,9.07,8.91,5.23,8.51,122201.8,9.89,8.6,5.19,0.36,52.7,1
CHD05582,3.62,1.24,1.91,8.43,7.21,6.61,3.42,9.73,7.62,4.41,2.45,0.85,2.05,7.51,1.38,7.85,8.73,9.56,6.61,43295.16,14.29,4.68,1.51,1.3,50.5,0
CHD05583,8.26,5.37,4.69,6.53,5.14,6.26,3.79,7.34,5.72,4.77,4.87,8.74,2.75,1.92,14.75,5.91,5.04,14.9,6.96,106907.24,19.71,5.93,9.67,5.35,68.4,1
CHD05584,7.01,1.7,4.08,2.11,11.02,2.72,9.73,2.96,9.46,3.14,4.3,,7.85,0.3,0.04,,,0.18,3.99,54703.82,7.16,13.07,4.39,8.6,39.4,0
CHD05585,4.59,4.39,1.57,9.4,3.67,3.63,8.32,8.13,4.17,3.14,8.58,9.2,4.79,8.98,2.11,2.46,5.01,1.73,,48943.04,13.34,2.09,3.54,2.32,44.5,0
CHD05586,0.55,9.27,3.7,,4.03,2.61,4.4,2.59,2.01,2.95,2.09,6.41,8.29,1.4,11.29,2.74,1.7,6.76,9.03,124238.22,1.85,0.8,1.41,4.35,41.2,0
CHD05587,4.27,7.94,3.28,4.24,3.79,,8.01,4.48,6.89,4.1,7.29,4.83,4.64,0.98,0.36,,5.21,2.63,1.18,142890.47,6.12,9.68,0.8,8.6,52.4,0
CHD05588,4.69,7.82,4.23,5.92,2.83,8.64,2.72,0.05,7.45,2.7,1.93,3.09,,1.05,,9.85,4.62,1.28,5.32,,15.61,1.49,8.62,8.14,47.0,0
CHD05589,9.29,3.54,0.46,6.7,5.5,4.38,7.83,7.69,1.14,2.71,0.05,0.98,1.23,7.86,1.76,5.77,2.28,7.42,8.9,34536.22,0.97,4.07,4.46,7.91,53.0,0
CHD05590,6.41,9.34,3.5,8.45,3.06,0.46,4.68,8.03,7.09,6.24,1.34,2.48,4.24,1.91,,8.1,0.3,4.51,4.82,18452.74,14.03,4.88,10.97,8.31,58.9,1
CHD05591,3.12,3.68,1.22,3.55,6.08,9.51,7.85,5.79,6.28,10.96,4.5,7.31,0.17,2.1,1.75,0.66,8.8,4.7,1.63,26313.8,9.25,7.95,3.57,8.1,39.6,0
CHD05592,5.25,0.4,1.21,6.78,5.66,0.65,2.1,4.96,6.54,0.01,7.37,5.04,6.26,1.92,2.98,8.34,5.87,7.75,7.28,125601.1,8.96,2.66,3.5,6.38,65.4,1
CHD05593,0.66,6.38,3.53,7.1,0.01,4.79,,14.27,0.24,2.89,7.04,9.52,1.74,7.99,1.38,8.86,0.5,1.22,2.2,75647.64,7.52,6.49,7.47,9.91,55.7,0
CHD05594,9.73,3.63,4.47,3.69,6.33,7.14,4.11,5.05,6.92,6.13,9.66,8.03,1.98,5.26,5.52,4.0,,2.52,7.73,50302.55,19.84,3.93,9.05,7.97,40.1,0
CHD05595,3.6,1.54,2.58,4.24,6.23,0.94,11.87,9.07,,4.72,7.2,8.86,0.01,7.89,0.21,3.27,2.02,8.91,9.16,57835.92,17.01,7.17,8.14,2.92,27.1,0
CHD05596,,9.35,,4.24,3.46,0.42,3.02,6.06,0.3,0.47,4.6,3.28,0.0,1.61,6.11,8.58,9.6,1.59,5.27,17566.07,4.56,4.5,0.04,9.68,59.2,1
CHD05597,3.55,14.39,4.08,4.06,3.93,3.85,4.84,0.35,4.65,2.35,0.72,0.11,3.68,1.27,0.73,6.51,0.97,9.91,4.5,79590.45,17.06,3.18,,1.91,62.6,1
CHD05598,6.83,9.41,0.13,5.39,7.95,1.84,7.64,7.84,7.26,7.16,4.04,4.04,4.44,7.02,,8.87,2.99,10.0,,125965.21,11.57,10.0,14.27,14.42,60.0,1
CHD05599,6.62,,3.54,0.45,7.62,5.3,4.86,9.0,0.75,0.85,8.36,1.78,7.85,,3.21,,4.95,1.76,4.76,129486.11,12.45,1.38,1.69,6.59,42.2,0
CHD05600,7.15,0.64,0.28,9.97,9.68,3.8,3.51,9.25,6.35,5.6,4.81,2.65,9.8,5.06,6.18,,8.94,4.77,6.99,75906.76,1.31,0.25,3.98,7.93,56.9,1
CHD05601,2.68,0.3,1.22,3.07,4.13,1.19,0.66,8.07,8.31,4.03,8.61,8.96,8.93,9.06,8.19,9.36,0.11,2.29,8.87,65076.14,16.49,9.86,7.41,7.87,50.1,0
CHD05602,3.16,9.01,3.34,5.41,1.95,0.3,6.31,4.46,5.8,8.84,8.06,4.57,6.9,2.47,2.31,1.04,6.96,4.34,5.92,65623.6,18.2,6.95,6.62,8.67,52.3,0
CHD05603,1.25,0.39,1.9,2.86,4.33,2.44,5.3,,4.07,2.85,6.42,5.42,9.42,1.53,3.59,0.88,9.97,8.68,2.43,106466.35,14.71,7.85,5.26,2.09,50.7,0
CHD05604,6.56,6.15,1.48,9.36,8.38,4.53,8.22,0.85,5.09,9.37,,5.16,,1.67,4.34,8.24,3.79,4.44,2.37,20361.5,,1.3,4.79,1.6,46.8,0
CHD05605,0.4,2.98,2.52,9.75,7.7,5.35,3.85,5.8,1.03,4.72,9.96,7.07,1.33,5.46,4.14,9.08,7.88,8.34,1.52,29545.74,12.39,,2.36,1.2,52.0,0
CHD05606,5.98,6.88,4.25,9.8,2.1,5.12,,5.39,3.75,0.88,5.26,8.51,5.64,8.09,6.7,9.51,7.68,7.77,2.25,142784.27,5.93,2.68,7.73,1.58,63.0,1
CHD05607,12.66,2.85,2.13,4.35,3.45,5.22,7.64,6.11,6.01,7.26,,8.94,1.34,8.92,8.71,9.47,6.75,2.72,4.76,38022.6,9.45,0.85,6.49,3.41,51.6,0
CHD05608,8.91,0.37,2.66,6.05,9.89,3.96,1.52,7.53,9.39,2.77,3.12,9.55,8.59,9.0,8.67,7.24,0.78,,9.27,106890.35,4.67,4.57,1.75,2.49,58.8,1
CHD05609,4.49,7.31,0.79,,3.23,5.06,8.96,8.68,7.9,1.28,7.1,1.33,4.12,8.47,6.18,,1.47,3.41,1.44,12665.95,3.48,12.4,7.68,4.73,52.0,0
CHD05610,4.59,3.11,2.22,1.52,1.18,8.01,4.17,5.66,9.52,3.33,,9.93,9.21,2.08,0.33,9.43,,5.45,7.06,121282.44,10.33,4.47,3.09,2.28,41.4,0
CHD05611,,5.51,0.08,3.82,4.7,0.66,5.3,1.93,7.19,1.61,2.0,5.44,3.99,7.32,1.72,8.01,6.91,7.59,5.64,62137.38,8.61,6.25,3.92,5.37,59.0,1
CHD05612,6.71,7.74,4.19,3.07,0.76,4.85,9.65,4.03,3.29,2.32,9.14,1.17,1.05,3.27,5.85,6.0,8.08,3.37,6.73,93866.67,1.84,3.2,2.88,9.67,47.6,0
CHD05613,8.21,7.03,1.03,4.88,0.49,5.52,0.66,3.4,4.21,6.12,8.05,1.01,4.5,13.55,9.99,3.8,0.66,6.82,7.86,89413.21,,7.84,7.46,9.06,56.3,1
CHD05614,2.45,3.49,4.6,7.98,5.17,2.52,9.38,9.67,5.73,7.52,7.21,1.49,8.4,5.86,10.53,9.13,9.41,2.38,9.78,50171.57,4.5,1.91,7.8,3.85,56.8,1
CHD05615,4.21,,1.79,6.28,2.64,0.37,7.41,1.75,1.06,1.2,9.65,6.84,2.23,0.55,1.01,7.28,1.86,1.53,6.8,97108.97,12.8,9.02,7.08,7.43,51.6,0
CHD05616,8.39,9.26,4.18,1.16,9.33,9.88,0.26,,6.22,7.85,4.2,11.26,5.91,4.02,3.02,1.6,7.46,4.87,3.59,65187.76,5.25,6.32,6.34,7.89,49.7,0
CHD05617,8.77,6.1,1.95,2.04,,5.63,9.21,3.74,5.28,3.67,1.8,,1.63,7.97,6.17,14.26,8.01,0.67,8.35,53294.41,4.36,2.23,2.25,5.95,59.4,1
CHD05618,2.43,7.04,0.76,1.33,6.21,9.65,6.24,6.29,8.48,7.12,9.84,1.32,8.82,6.97,8.37,5.88,1.01,5.48,7.0,39692.08,6.53,0.61,2.29,2.05,46.7,0
CHD05619,5.51,8.66,2.52,2.17,,5.93,,14.8,3.12,11.09,,4.55,3.64,3.91,9.03,5.22,2.37,7.0,5.8,151849.39,12.07,1.49,2.88,8.01,45.9,0
CHD05620,1.92,8.44,1.3,0.31,0.04,1.44,8.01,3.98,2.05,1.77,8.96,0.54,9.9,1.03,1.55,2.88,1.38,,1.36,77625.32,21.3,2.3,0.52,3.67,48.2,0
CHD05621,1.02,3.52,1.61,8.83,9.78,7.5,4.62,3.3,3.86,1.29,2.69,5.05,1.09,9.26,2.21,6.37,6.15,2.53,9.15,52309.85,7.04,8.75,7.1,9.6,45.3,0
CHD05622,9.11,9.92,1.58,8.44,6.19,1.28,8.89,2.81,6.95,5.18,2.73,7.18,7.93,2.96,4.85,4.77,8.57,,3.99,,19.5,7.11,8.77,9.39,55.3,0
CHD05623,8.21,0.29,1.73,5.55,,9.74,13.21,8.87,,7.1,2.72,0.69,6.16,0.76,,7.66,2.97,3.02,9.34,100504.54,13.16,3.76,4.56,7.93,48.5,0
CHD05624,7.6,9.87,2.49,7.7,7.85,2.85,6.67,2.33,9.67,8.89,7.44,2.33,7.44,3.57,1.26,,2.65,3.9,8.11,51959.5,23.08,0.58,1.08,5.19,53.4,0
CHD05625,0.49,2.46,0.64,10.0,8.98,2.99,5.33,8.2,1.68,8.83,5.03,8.22,1.55,7.08,7.18,4.06,0.67,8.37,1.95,104043.3,1.22,8.25,1.35,9.11,38.6,0
CHD05626,14.76,4.4,,5.82,8.39,8.31,4.09,5.18,7.78,6.78,0.49,7.53,8.36,2.31,6.31,7.76,1.25,6.72,1.33,48677.46,12.8,6.28,5.24,8.72,53.0,0
CHD05627,4.38,8.84,3.16,6.14,1.26,9.62,2.5,5.88,14.37,1.82,7.87,9.28,4.83,,9.0,0.09,9.94,7.71,2.92,48979.78,4.25,9.91,3.92,4.16,60.2,1
CHD05628,3.42,,3.78,8.64,4.53,8.82,0.94,0.94,5.75,1.23,5.11,3.03,3.16,8.04,6.34,3.92,0.67,9.16,6.2,16877.94,9.88,3.89,6.21,9.27,53.9,0
CHD05629,5.46,,1.22,5.3,1.19,9.95,2.22,,4.77,0.43,6.83,3.65,0.27,9.39,5.51,6.18,3.06,9.86,2.57,45558.71,17.66,2.68,1.8,,52.9,0
CHD05630,0.91,6.43,1.31,0.5,9.89,2.69,3.89,1.77,,9.38,4.27,8.6,9.23,3.44,4.16,1.75,0.73,3.43,0.11,132824.33,18.05,,,0.98,27.1,0
CHD05631,7.57,7.05,2.39,3.46,6.25,6.5,6.73,3.91,9.38,,6.61,0.24,10.0,3.08,9.01,9.43,9.34,6.22,8.41,119044.69,5.08,1.14,9.86,8.05,57.8,1
CHD05632,5.82,0.07,4.91,7.18,6.34,6.57,8.46,1.32,3.64,0.21,4.83,,3.65,2.0,8.8,5.82,1.27,0.19,9.68,66958.06,5.0,8.05,5.01,6.89,46.7,0
CHD05633,1.87,4.5,2.75,7.04,9.87,4.2,3.59,9.02,7.98,0.56,1.82,6.45,8.02,4.45,0.78,5.04,0.43,6.74,,67689.58,1.03,2.7,5.82,1.48,50.4,0
CHD05634,1.88,4.89,4.07,9.94,12.64,4.2,3.64,2.68,2.48,5.9,5.94,3.04,3.35,5.1,7.7,1.53,8.5,2.62,8.31,142014.86,16.57,7.85,9.75,2.59,42.1,0
CHD05635,1.84,2.72,4.59,7.41,5.55,3.97,4.42,2.14,3.04,,5.83,3.64,6.59,5.47,4.94,5.55,9.67,8.32,7.84,16890.04,7.2,2.18,8.28,6.96,46.8,0
CHD05636,0.57,,3.18,0.72,,5.06,2.62,8.63,7.88,9.94,0.45,0.47,1.34,5.62,1.5,8.65,5.19,3.38,3.8,116012.23,3.65,2.57,6.99,1.89,48.6,0
CHD05637,5.88,1.55,2.6,9.55,9.58,6.54,3.05,9.01,2.55,2.45,1.92,8.25,10.2,3.74,4.88,3.64,9.43,1.24,4.04,,11.3,,0.96,7.11,54.4,0
CHD05638,8.4,3.24,3.82,0.31,1.68,3.5,8.95,9.96,7.92,2.52,2.23,1.7,0.87,9.73,1.42,0.73,9.17,7.2,8.52,15418.53,3.9,4.55,,7.57,64.4,1
CHD05639,0.17,7.13,1.59,6.44,6.74,5.03,7.91,,4.8,0.16,1.23,4.88,9.32,2.41,2.26,7.29,1.7,9.3,4.48,39994.11,12.98,8.4,8.34,6.59,51.0,0
CHD05640,0.49,8.74,4.86,2.56,0.11,6.52,1.52,8.23,4.14,5.82,7.69,,4.05,5.99,4.17,8.65,8.87,7.93,0.98,42945.34,13.44,3.97,9.17,3.03,49.7,0
CHD05641,5.73,,2.38,2.46,10.57,3.46,5.48,8.09,3.54,3.81,6.48,4.56,3.59,6.05,6.56,2.74,4.69,6.15,9.57,,1.84,9.76,4.88,6.32,58.9,1
CHD05642,8.19,0.75,,5.68,8.52,5.39,9.32,9.37,2.1,0.98,4.26,7.83,,1.36,9.85,9.34,,7.11,5.21,96889.34,19.66,7.61,7.29,1.93,54.0,0
CHD05643,3.27,6.79,3.8,0.29,,3.32,5.26,3.72,6.61,9.13,7.2,8.11,8.2,2.76,2.58,9.45,8.3,,2.34,128130.4,4.08,3.86,3.42,5.95,46.8,0
CHD05644,3.5,8.98,1.06,2.81,4.09,7.95,,3.36,7.82,3.51,7.77,9.65,9.41,0.01,3.49,8.36,5.32,9.0,1.14,82589.54,2.75,2.08,5.02,7.72,42.5,0
CHD05645,5.96,5.04,1.1,12.04,1.67,8.89,8.1,6.06,3.2,5.32,6.47,3.56,6.31,3.08,7.0,2.98,12.75,8.16,6.07,115356.29,4.72,3.49,3.2,6.81,64.8,1
CHD05646,2.74,4.94,1.75,,,3.74,6.27,5.87,1.83,1.38,4.8,,7.78,7.61,6.22,,5.23,3.82,14.72,79180.49,10.73,,7.36,3.07,45.3,0
CHD05647,0.27,9.91,1.86,0.45,0.53,8.18,4.51,7.91,0.08,6.27,7.89,3.74,9.94,7.17,0.27,13.84,2.95,,7.42,111395.95,5.77,8.84,9.61,7.57,51.5,0
CHD05648,,6.36,0.07,3.25,8.21,5.78,6.74,6.11,4.35,4.28,5.22,8.77,7.85,7.64,1.46,0.38,11.7,8.64,9.9,80295.35,7.9,2.6,7.97,0.99,52.9,0
CHD05649,10.77,8.06,4.28,1.79,3.95,6.07,6.79,5.31,4.1,7.22,4.67,1.53,0.81,5.57,0.22,0.58,1.85,4.31,5.68,,9.9,0.04,8.33,14.43,49.8,0
CHD05650,5.81,6.46,1.2,2.07,7.99,1.4,6.12,8.21,1.11,5.41,4.97,5.49,1.65,0.88,3.71,8.18,5.83,3.28,1.11,114994.25,12.7,6.07,3.9,6.69,43.6,0
CHD05651,,2.21,4.12,8.3,3.43,8.96,8.1,0.59,7.3,3.39,8.46,7.79,8.57,11.04,8.84,8.88,0.92,8.27,1.57,116093.12,7.94,1.77,6.08,5.9,46.1,0
CHD05652,6.75,2.84,2.41,9.94,1.08,9.61,2.3,8.2,0.6,0.6,5.27,7.31,2.94,6.31,5.05,6.81,1.64,7.46,7.9,112203.38,3.43,5.27,5.59,5.32,52.4,0
CHD05653,2.06,6.66,2.96,4.39,9.12,6.89,7.85,8.89,9.07,,9.57,8.29,6.31,3.57,0.75,2.93,6.17,6.67,3.64,,2.3,8.03,0.16,9.53,49.6,1
CHD05654,3.52,4.56,2.68,0.96,2.49,6.28,2.13,8.08,8.73,8.13,7.73,6.0,8.39,4.45,,2.64,0.39,1.8,6.97,73310.02,2.24,7.05,7.1,2.05,38.8,0
CHD05655,1.26,4.04,4.72,7.76,0.76,8.58,0.72,1.59,4.19,7.74,3.93,8.6,1.3,7.24,7.33,9.83,3.99,4.98,8.25,98189.07,2.85,6.3,0.4,2.46,55.8,1
CHD05656,1.3,0.22,2.09,8.34,1.99,8.33,4.26,7.18,8.99,7.34,7.56,1.34,5.97,3.24,1.02,5.97,7.77,2.07,0.69,148747.58,5.13,3.25,0.2,9.74,48.1,0
CHD05657,6.76,8.84,1.94,2.93,12.38,3.96,2.15,1.42,10.13,6.12,1.91,8.51,4.45,5.5,6.11,9.5,0.69,4.4,2.37,108370.07,5.82,12.73,1.61,7.1,52.7,0
CHD05658,,8.84,3.07,4.52,9.55,8.12,0.01,5.53,2.7,5.91,8.53,9.02,0.31,2.71,6.13,7.11,1.04,9.93,1.16,67680.61,13.99,1.37,6.74,9.33,52.6,0
CHD05659,9.63,4.61,1.91,,8.01,0.3,1.19,0.49,2.56,4.34,0.17,7.9,3.87,6.82,0.51,8.02,5.41,9.01,2.11,15665.46,18.38,7.79,0.69,1.44,61.7,1
CHD05660,6.28,7.01,3.04,9.73,3.45,3.27,4.36,6.36,2.73,5.35,0.94,,14.72,2.52,,8.46,3.67,0.22,8.24,68089.01,14.29,7.66,0.19,7.2,59.3,1
CHD05661,1.84,,2.86,8.46,5.53,9.94,12.89,8.23,5.43,2.58,6.72,6.33,5.34,7.97,8.38,1.65,9.74,2.73,1.29,,11.9,2.65,9.48,2.13,48.1,0
CHD05662,1.06,5.04,3.88,2.73,4.78,1.83,0.51,8.83,7.1,5.3,8.59,9.9,8.76,7.39,2.38,5.14,5.87,9.99,5.18,92925.15,15.77,3.88,0.48,4.12,39.7,0
CHD05663,8.13,,4.95,6.69,1.75,1.84,3.83,9.58,3.39,,5.37,1.85,10.1,12.04,7.96,9.23,7.24,9.56,2.25,127670.0,17.77,8.96,5.26,7.91,67.3,1
CHD05664,5.79,6.57,4.89,6.22,7.85,6.75,2.78,1.89,9.29,2.74,5.72,8.38,2.64,12.77,3.7,,9.11,1.1,7.32,12607.67,15.23,1.8,5.19,8.01,54.9,0
CHD05665,6.18,4.7,0.62,,8.14,3.74,9.31,9.47,5.25,2.32,3.26,0.63,2.5,13.37,6.94,0.84,7.22,9.05,6.3,134046.37,2.25,7.83,5.37,3.93,64.8,1
CHD05666,7.81,4.98,2.26,7.16,1.93,0.16,8.51,3.34,3.97,5.46,5.8,8.16,3.17,5.44,,0.32,3.86,7.92,7.13,13460.45,9.05,6.69,1.92,7.0,50.2,0
CHD05667,7.03,2.96,2.11,8.28,7.27,6.95,0.07,4.33,,9.2,8.9,2.99,,6.38,7.54,8.05,4.12,6.99,14.04,16879.98,0.02,0.57,0.6,3.14,58.7,1
CHD05668,8.34,0.48,0.95,9.46,4.97,9.56,3.59,4.68,5.04,3.63,6.82,2.73,2.94,4.73,5.49,4.38,4.62,6.92,1.83,91013.79,1.11,0.95,3.39,3.14,43.6,0
CHD05669,0.56,9.17,3.72,4.69,1.59,3.58,1.39,4.18,9.54,7.13,0.16,7.11,0.2,9.93,5.89,7.54,8.34,7.84,3.16,116780.7,12.76,,,6.94,59.5,1
CHD05670,7.48,0.12,4.84,6.52,7.44,14.5,3.16,9.68,3.93,8.04,3.46,9.86,0.88,7.19,1.17,,7.71,6.98,,89730.01,18.55,1.75,,0.95,53.2,0
CHD05671,8.51,2.81,0.76,12.02,2.57,6.71,9.45,4.17,,1.17,6.07,10.76,1.16,2.3,8.97,2.4,7.05,9.69,6.77,62099.27,19.8,1.25,2.82,9.49,59.7,1
CHD05672,2.86,,,5.09,7.9,2.34,5.7,8.72,9.82,6.04,,2.35,4.11,,9.96,2.65,,4.88,7.79,91172.35,12.79,2.98,8.31,0.98,54.8,1
CHD05673,6.4,3.19,,8.26,9.83,4.0,,0.9,7.65,4.55,6.34,7.2,2.76,1.56,9.65,9.32,9.04,1.57,0.89,85056.93,0.78,9.57,9.76,4.51,43.3,0
CHD05674,3.14,5.52,1.53,0.18,3.01,2.46,,1.96,8.43,3.76,8.72,3.57,,5.5,0.68,0.71,9.36,5.55,0.44,222913.8,,9.47,0.47,5.58,44.7,0
CHD05675,9.58,4.62,2.21,6.97,3.33,6.56,0.96,0.92,1.72,4.02,6.82,1.53,,8.39,9.15,1.89,5.43,7.0,5.78,,19.82,3.63,4.42,0.63,59.8,0
CHD05676,0.33,2.55,3.7,1.78,,3.35,0.03,5.89,5.01,9.78,4.08,0.25,3.61,2.15,2.85,8.65,3.92,,1.88,15634.08,11.02,9.95,8.94,,43.2,0
CHD05677,5.8,0.88,0.63,3.99,8.92,9.75,7.33,7.82,4.07,13.81,0.72,2.95,1.57,2.05,0.28,1.83,14.79,4.33,0.62,15539.08,12.49,6.15,4.14,3.23,35.1,0
CHD05678,1.67,1.38,2.64,13.28,8.99,2.64,0.22,6.13,0.64,6.86,4.43,7.57,,9.87,2.18,0.17,7.49,4.78,5.2,134939.82,19.87,2.38,4.18,7.94,52.5,0
CHD05679,7.12,4.86,0.55,8.05,4.36,2.94,6.06,5.73,0.17,7.11,2.15,9.96,3.84,8.49,8.46,1.46,3.42,1.44,3.88,265063.68,17.94,3.08,7.15,0.63,41.8,0
CHD05680,1.76,8.46,1.53,4.56,3.85,3.61,0.66,5.07,4.5,6.84,13.48,,5.81,6.41,4.18,7.12,2.27,8.73,6.48,28693.6,10.47,,2.83,4.55,54.2,0
CHD05681,2.35,1.01,1.18,0.31,2.17,6.78,8.82,3.76,6.94,0.58,7.07,1.6,2.56,7.12,3.01,4.85,1.28,3.93,6.18,43573.68,0.05,4.33,5.32,8.78,44.4,0
CHD05682,4.94,6.77,3.65,3.77,7.86,0.92,3.62,5.54,0.48,6.49,9.06,1.22,8.09,1.56,5.93,5.65,2.74,0.19,3.22,225750.87,17.76,9.78,5.16,4.27,49.7,1
CHD05683,9.15,7.92,0.75,3.42,7.48,3.82,2.71,2.41,6.24,7.07,7.55,8.99,0.89,1.71,0.07,3.5,6.23,4.03,0.85,68005.24,9.4,3.62,1.67,,46.7,0
CHD05684,2.12,2.77,3.31,2.01,1.43,8.69,8.11,9.0,6.01,,3.22,9.53,2.95,4.63,1.0,6.58,6.52,6.08,4.82,126963.79,18.05,0.31,6.35,0.64,45.7,0
CHD05685,1.44,6.68,2.88,1.31,5.27,0.99,2.22,1.34,8.47,3.98,8.74,1.28,1.16,5.61,9.37,7.31,9.31,6.14,2.07,,7.98,9.52,8.48,5.52,57.2,1
CHD05686,7.59,6.87,3.38,3.17,2.48,1.93,7.83,1.44,13.22,3.92,6.71,3.4,8.14,1.33,2.12,8.41,9.97,9.11,6.38,149805.04,9.82,5.86,2.87,9.94,69.8,1
CHD05687,5.01,7.08,4.38,4.11,7.09,4.5,1.66,1.7,0.56,5.8,9.37,2.7,2.64,4.99,4.47,8.36,7.41,2.98,9.44,20383.18,8.94,,1.95,,48.8,0
